name,cation,anion,silicate,silicate_html,cation_html,anion_html,elements,strunz,formula,ima,year
Yaroshevskite,Cu^2+^,VO_4_;Cl;O,,,Cu<sup>2+</sup> x 9,V<sup>5+</sup>O<sub>4</sub> x 4;Cl x 2;O x 2,Cu;O;V;Cl,8.BB.45,Cu<sup>2+</sup><sub>9</sub>O<sub>2</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>Cl<sub>2</sub>,Approved,2012
Lipscombite,Fe^2+^;Fe^3+^,OH;PO_4_,,,Fe<sup>2+</sup>;Fe<sup>3+</sup> x 2,PO<sub>4</sub> x 2;OHx2,Fe;P;O;H,8.BB.47,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,"Grandfathered, Approved",1962
Richellite,Ca;Fe^3+^,OH;F;PO_4_,,,Ca;Fe<sup>3+</sup> x 2,(PO<sub>4</sub>) x 2;(OH + F)=2,Ca;Fe;P;O;H;F,8.BB.47,"CaFe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,F)<sub>2</sub>","Questionable mineral species, Approved",1883
Zinclipscombite,Fe^3+^;Zn,OH;PO_4_,,,Fe<sup>3+</sup> x 2;Zn,(PO<sub>4</sub>) x 2;OHx2,Zn;Fe;P;O;H,8.BB.47,ZnFe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,Approved,2006
Aleutite,Cu^2+^;K;Pb^2+^;Rb;Cs,AsO_4_;VO_4_;O;Cl,,,Cu<sup>2+</sup> x 5;(Cu<sup>1+</sup> + K + Pb<sup>2+</sup> + Rb + Cs)=1,(AsO<sub>4</sub>);(VO<sub>4</sub>);O x 2;Cl,Cu;O;As;V;K;Pb;Rb;Cs;Cl,8.BB.50,"[Cu<sup>2+</sup><sub>5</sub>O<sub>2</sub>](AsO<sub>4</sub>)(VO<sub>4</sub>)·(Cu<sup>2+</sup>,K,Pb<sup>2+</sup>,Rb,Cs)Cl","Approved, Pending publication",2018
Ericlaxmanite,Cu^2+^,AsO_4_;O,,,Cu<sup>2+</sup> x 4,(AsO<sub>4</sub>) x 2;O,Cu;O;As,8.BB.52a,Cu<sup>2+</sup><sub>4</sub>O(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,Approved,2013
Kozyrevskite,Cu^2+^,AsO_4_;O,,,Cu<sup>2+</sup> x 4,(AsO<sub>4</sub>) x 2;O,Cu;O;As,8.BB.52b,Cu<sup>2+</sup><sub>4</sub>O(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,Approved,2013
Popovite,Cu^2+^,AsO_4_;O,,,Cu<sup>2+</sup> x 5,(AsO<sub>4</sub>) x 2;O x 2,Cu;O;As,8.BB.55,Cu<sup>2+</sup><sub>5</sub>O<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,Approved,2013
Angelellite,Fe^3+^,AsO_4_;O,,,Fe<sup>3+</sup> x 4,As<sup>5+</sup>O<sub>4</sub> x 2;O x 3,Fe;O;As,8.BC.05,Fe<sup>3+</sup><sub>4</sub>O<sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,Approved,1959
Ferrirockbridgeite,Fe^3+^,OH;PO_4_,,,(Fe<sup>3+</sup> + [box])=2;Fe<sup>3+</sup> x 3,PO<sub>4</sub> x 3;OHx4,Fe;P;O;H,8.BC.10,(Fe<sup>3+</sup><sub>0.67</sub>[box]<sub>0.33</sub>)<sub>2</sub>(Fe<sup>3+</sup>)<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>(H<sub>2</sub>O),"Approved, Pending publication",2018
Ferrorockbridgeite,Fe^2+^;Mn^2+^;Fe^3+^,OH;PO_4_,,,(Fe<sup>2+</sup> + Mn<sup>2+</sup>)=2;Fe<sup>3+</sup> x 3,PO<sub>4</sub> x 3;OHx4,Fe;Mn;P;O;H,8.BC.10,"(Fe<sup>2+</sup>,Mn<sup>2+</sup>)<sub>2</sub>(Fe<sup>3+</sup>)<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)","Approved, Pending publication",2018
Frondelite,Mn^2+^;Fe^3+^,OH;PO_4_,,,Mn<sup>2+</sup>;Fe<sup>3+</sup> x 4,PO<sub>4</sub> x 3;OHx5,Mn;Fe;P;O;H,8.BC.10,Mn<sup>2+</sup>Fe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>5</sub>,"Grandfathered, Approved",1949
Plimerite,Fe^3+^;Zn,OH;PO_4_,,,Fe<sup>3+</sup> x 4;Zn,(PO<sub>4</sub>) x 3;OHx5,Zn;Fe;P;O;H,8.BC.10,ZnFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>5</sub>,Approved,2008
Rockbridgeite,Fe^2+^;Fe^3+^,OH;PO_4_,,,Fe<sup>2+</sup>;Fe<sup>3+</sup> x 4,PO<sub>4</sub> x 3;OHx5,Fe;P;O;H,8.BC.10,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>5</sub>,"Grandfathered, Approved",1949
Aerugite,Ni^2+^;As^5+^,AsO_4_;O,,,Ni<sup>2+</sup> x 8.5;As<sup>5+</sup>,As<sup>5+</sup>O<sub>4</sub> x 2;O x 8,Ni;As;O,8.BC.15,Ni<sup>2+</sup><sub>8.5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>As<sup>5+</sup>O<sub>8</sub>,"Approved, Redefined",1869
Cornwallite,Cu^2+^,OH;AsO_4_,,,Cu<sup>2+</sup> x 5,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx4,Cu;As;O;H,8.BD.05,Cu<sup>2+</sup><sub>5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,"Grandfathered, Approved",1846
Pseudomalachite,Cu^2+^,OH;PO_4_,,,Cu<sup>2+</sup> x 5,(PO<sub>4</sub>) x 2;OHx4,Cu;P;O;H,8.BD.05,Cu<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,"Grandfathered, Approved",1813
Reichenbachite,Cu^2+^,OH;PO_4_,,,Cu<sup>2+</sup> x 5,(PO<sub>4</sub>) x 2;OHx4,Cu;P;O;H,8.BD.05,Cu<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Approved,1984
Arsenoclasite,Mn^2+^,OH;AsO_4_,,,Mn<sup>2+</sup> x 5,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx4,Mn;As;O;H,8.BD.10,Mn<sup>2+</sup><sub>5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,"Grandfathered, Approved",1931
Gatehouseite,Mn^2+^,OH;PO_4_,,,Mn<sup>2+</sup> x 5,PO<sub>4</sub> x 2;OHx4,Mn;P;O;H,8.BD.10,Mn<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Approved,1993
Parwelite,Mn^2+^,AsO_4_;SbO_4_,,,Mn<sup>2+</sup> x 10,Sb<sup>5+</sup><sub>2</sub>As<sup>5+</sup><sub>2</sub>O<sub>17</sub>,Mn;Sb;As;Si;O,8.BD.15,Mn<sup>2+</sup><sub>10</sub>Sb<sup>5+</sup><sub>2</sub>As<sup>5+</sup><sub>2</sub>Si<sub>2</sub>O<sub>24</sub>,Approved,1968
Reppiaite,Mn^2+^,OH;VO_4_,,,Mn<sup>2+</sup> x 5,(V<sup>5+</sup>O<sub>4</sub>) x 2;OHx4,Mn;V;O;H,8.BD.20,Mn<sup>2+</sup><sub>5</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Approved,1992
Ludjibaite,Cu^2+^,OH;PO_4_,,,Cu<sup>2+</sup> x 5,(PO<sub>4</sub>) x 2;OHx4,Cu;P;O;H,8.BD.25,Cu<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Approved,1987
Cornubite,Cu^2+^,OH;AsO_4_,,,Cu<sup>2+</sup> x 5,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx4,Cu;As;O;H,8.BD.30,Cu<sup>2+</sup><sub>5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Approved,1958
Augelite,Al,OH;PO_4_,,,Al x 2,PO<sub>4</sub>;OHx3,Al;P;O;H,8.BE.05,Al<sub>2</sub>PO<sub>4</sub>(OH)<sub>3</sub>,"Grandfathered, Approved",1868
Grattarolaite,Fe^3+^,O;PO_4_,,,Fe<sup>3+</sup> x 3,O x 3;PO<sub>4</sub>,Fe;O;P,8.BE.10,Fe<sup>3+</sup><sub>3</sub>O<sub>3</sub>PO<sub>4</sub>,Approved,1995
Cornetite,Cu^2+^,OH;PO_4_,,,Cu<sup>2+</sup> x 3,PO<sub>4</sub>;OHx3,Cu;P;O;H,8.BE.15,Cu<sup>2+</sup><sub>3</sub>PO<sub>4</sub>(OH)<sub>3</sub>,"Grandfathered, Approved",1917
Clinoclase,Cu^2+^,OH;AsO_4_,,,Cu<sup>2+</sup> x 3,As<sup>5+</sup>O<sub>4</sub>;OHx3,Cu;As;O;H,8.BE.20,Cu<sup>2+</sup><sub>3</sub>As<sup>5+</sup>O<sub>4</sub>(OH)<sub>3</sub>,"Grandfathered, Approved",1830
Arhbarite,Cu^2+^;Mg,OH;AsO_4_,,,Cu<sup>2+</sup> x 2;Mg,As<sup>5+</sup>O<sub>4</sub>;OHx3,Cu;Mg;As;O;H,8.BE.25,Cu<sup>2+</sup><sub>2</sub>MgAs<sup>5+</sup>O<sub>4</sub>(OH)<sub>3</sub>,"Approved, Redefined",1982
Gilmarite,Cu^2+^,OH;AsO_4_,,,Cu<sup>2+</sup> x 3,(As<sup>5+</sup>O<sub>4</sub>);OHx3,Cu;As;O;H,8.BE.25,Cu<sup>2+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)(OH)<sub>3</sub>,Approved,1996
Allactite,Mn^2+^,OH;AsO_4_,,,Mn<sup>2+</sup> x 7,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx8,Mn;As;O;H,8.BE.30,Mn<sup>2+</sup><sub>7</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Approved,1884
Argandite,Mn^2+^,OH;VO_4_,,,Mn<sup>2+</sup> x 7,(V<sup>5+</sup>O<sub>4</sub>) x 2;OHx8,Mn;V;O;H,8.BE.30,Mn<sup>2+</sup><sub>7</sub>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Approved,2010
Flinkite,Mn^3+^;Mn^2+^,OH;AsO_4_,,,Mn<sup>3+</sup>;Mn<sup>2+</sup> x 2,As<sup>5+</sup>O<sub>4</sub>;OHx4,Mn;As;O;H,8.BE.30,Mn<sup>2+</sup><sub>2</sub>Mn<sup>3+</sup>As<sup>5+</sup>O<sub>4</sub>(OH)<sub>4</sub>,"Grandfathered, Approved",1889
Raadeite,Mg,OH;PO_4_,,,Mg x 7,PO<sub>4</sub> x 2;OHx8,Mg;P;O;H,8.BE.30,Mg<sub>7</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Approved,1996
Chlorophoenicite,Mn^2+^;Mg;Zn,OH;O;AsO_4_,,,(Mn<sup>2+</sup> + Mg + Zn)=3;Zn x 2,As<sup>5+</sup>O<sub>4</sub>;(OH + O)=6,Mn;Mg;Zn;As;O;H,8.BE.35,"(Mn<sup>2+</sup>,Mg,Zn)<sub>3</sub>Zn<sub>2</sub>As<sup>5+</sup>O<sub>4</sub>(OH,O)<sub>6</sub>","Grandfathered, Approved",1924
Magnesiochlorophoenicite,Mg;Mn^2+^;Zn,OH;O;AsO_4_,,,(Mg + Mn<sup>2+</sup>)=3;Zn x 2,As<sup>5+</sup>O<sub>4</sub>;(OH + O)=6,Mg;Mn;Zn;As;O;H,8.BE.35,"(Mg,Mn<sup>2+</sup>)<sub>3</sub>Zn<sub>2</sub>As<sup>5+</sup>O<sub>4</sub>(OH,O)<sub>6</sub>","Approved, Redefined",2008
Gerdtremmelite,Zn;Fe^2+^;Al;Fe^3+^,OH;AsO_4_,,,(Zn + Fe<sup>2+</sup>)=1;(Al + Fe<sup>3+</sup>)=2,As<sup>5+</sup>O<sub>4</sub>;OHx5,Zn;Fe;Al;As;O;H,8.BE.40,"(Zn,Fe<sup>2+</sup>)(Al,Fe<sup>3+</sup>)<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)(OH)<sub>5</sub>",Approved,1983
Arakiite,Fe^3+^;Al;Mn^2+^;Mg;Zn,OH;AsO_3_;AsO_4_,,,(Fe<sup>3+</sup> + Al)=2;(Mn<sup>2+</sup> + Mg + Zn)=13,(As<sup>3+</sup>O<sub>3</sub>);(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx23,Zn;Mn;Mg;Fe;Al;As;O;H,8.BE.45,"(Zn,Mn<sup>2+</sup>,Mg)<sub>13</sub>(Fe<sup>3+</sup>,Al)<sub>2</sub>(As<sup>3+</sup>O<sub>3</sub>)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>23</sub>",Approved,1999
Carlfrancisite,Mn^2+^;Mg;Fe^3+^;Al,OH;AsO_4_;AsO_3_,,,(Mn<sup>2+</sup> + Mg + Fe<sup>3+</sup> + Al)=15,"[As<sup>3+</sup>O<sub>3</sub>] x 0.66<sub>[(Si,As<sup>5+</sup>)O</sub>4_] x 4;OHx14",Mn;Mg;Fe;Al;As;O;Si;H,8.BE.45,"(Mn<sup>2+</sup>,Mg,Fe<sup>3+</sup>,Al)<sub>15</sub>[As<sup>3+</sup>O<sub>3</sub>]<sub>0.66</sub>[(Si,As<sup>5+</sup>)O<sub>4</sub>]<sub>4</sub>(OH)<sub>14</sub>",Approved,2012
Dixenite,Mn^2+^;Fe^3+^;Cu^1+^,OH;AsO_3_;AsO_4_,,,Mn<sup>2+</sup> x 14;Fe<sup>3+</sup>;Cu<sup>1+</sup>,(As<sup>3+</sup>O<sub>3</sub>) x 5;(As<sup>5+</sup>O<sub>4</sub>);OHx6,Cu;Mn;Fe;As;O;Si;H,8.BE.45,Cu<sup>1+</sup>Mn<sup>2+</sup><sub>14</sub>Fe<sup>3+</sup>(As<sup>3+</sup>O<sub>3</sub>)<sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)(OH)<sub>6</sub>,"Grandfathered, Approved",1920
Hematolite,Mn^2+^;Mg;Al;Fe^3+^,OH;AsO_3_;AsO_4_,,,(Mn<sup>2+</sup> + Mg + Al + Fe<sup>3+</sup>)=15,(As<sup>3+</sup>O<sub>3</sub>);(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx23,Mn;Mg;Al;Fe;As;O;H,8.BE.45,"(Mn<sup>2+</sup>,Mg,Al,Fe<sup>3+</sup>)<sub>15</sub>(As<sup>3+</sup>O<sub>3</sub>)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>23</sub>","Grandfathered, Approved",1884
Kraisslite,Fe^3+^;Al;Mn^2+^;Mg;Zn,OH;AsO_3_;AsO_4_,,,(Fe<sup>3+</sup> + Al)=0.5;(Mn<sup>2+</sup> + Mg)=12.5;Zn x 1.5,"(As<sup>3+</sup>O<sub>3</sub>);[(Si,As<sup>5+</sup>)O<sub>4</sub>] x 5;OHx8",Zn;Mn;Mg;Fe;Al;As;O;Si;H,8.BE.45,"Zn<sub>1.5</sub>(Mn<sup>2+</sup>,Mg)<sub>12.5</sub>(Fe<sup>3+</sup>,Al)<sub>0.5</sub>(As<sup>3+</sup>O<sub>3</sub>)[(Si,As<sup>5+</sup>)O<sub>4</sub>]<sub>5</sub>(OH)<sub>8</sub>",Approved,1977
Mcgovernite,Mn^2+^;Zn,OH;AsO_3_;AsO_4_,,,Mn<sup>2+</sup> x 9.5;Zn x 1.5,(As<sup>3+</sup>O<sub>3</sub>) x 0.5;(As<sup>5+</sup>O<sub>4</sub>) x 1.5;OHx10.5,Mn;Zn;As;O;Si;H,8.BE.45,Mn<sup>2+</sup><sub>9.5</sub>Zn<sub>1.5</sub>(As<sup>3+</sup>O<sub>3</sub>)<sub>0.5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>1.5</sub>(SiO<sub>4</sub>)<sub>1.5</sub>(OH)<sub>10.5</sub>,"Grandfathered, Approved",1927
Turtmannite,Mn^2+^;Mg,OH;AsO_3_;VO_4_;AsO_4_,,,(Mn<sup>2+</sup> + Mg)=12.5,"[(V<sup>5+</sup>,As<sup>5+</sup>)O<sub>4</sub>] x 1.5;(As<sup>3+</sup>O<sub>3</sub>) x 0.5;OHx10",Mn;Mg;V;As;O;Si;H,8.BE.45,"(Mn<sup>2+</sup>,Mg)<sub>12.5</sub>((V<sup>5+</sup>,As<sup>5+</sup>)O<sub>4</sub>)<sub>1.5</sub>(As<sup>3+</sup>O<sub>3</sub>)<sub>0.5</sub>(SiO<sub>4</sub>)<sub>1.5</sub>(OH)<sub>10</sub>",Approved,2000
Synadelphite,Mn^2+^,OH;AsO_3_;AsO_4_,,,Mn<sup>2+</sup> x 9,(As<sup>3+</sup>O<sub>3</sub>);(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx9,Mn;As;O;H,8.BE.50,Mn<sup>2+</sup><sub>9</sub>(As<sup>3+</sup>O<sub>3</sub>)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>9</sub>·2H<sub>2</sub>O,"Grandfathered, Approved",1884
Holdenite,Mn^2+^;Mg;Zn,OH;AsO_4_,,,(Mn<sup>2+</sup> + Mg)=6;Zn x 3,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx8,Mn;Mg;Zn;As;O;Si;H,8.BE.55,"(Mn<sup>2+</sup>,Mg)<sub>6</sub>Zn<sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(SiO<sub>4</sub>)(OH)<sub>8</sub>","Grandfathered, Approved",1927
Kolicite,Mn^2+^;Zn,OH;AsO_4_,,,Mn<sup>2+</sup> x 7;Zn x 4,(As<sup>5+</sup>O<sub>4</sub>) x 2;OHx8,Zn;Mn;As;O;Si;H,8.BE.60,Zn<sub>4</sub>Mn<sup>2+</sup><sub>7</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(SiO<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Approved,1979
Sabelliite,Cu^2+^;Zn,OH;AsO_4_;SbO_4_,,,Cu<sup>2+</sup> x 4;Zn x 3,"(As<sup>5+</sup>O<sub>4</sub>,Sb<sup>5+</sup>O<sub>4</sub>);OHx3",Cu;Zn;As;O;Sb;H,8.BE.65,"(Cu<sup>2+</sup><sub>2</sub>Zn)<sub>2</sub>Zn(As<sup>5+</sup>O<sub>4</sub>,Sb<sup>5+</sup>O<sub>4</sub>)(OH)<sub>3</sub>",Approved,1994
Jarosewichite,Mn^2+^;Mn^3+^,OH;AsO_4_,,,Mn<sup>2+</sup> x 3;Mn<sup>3+</sup>,As<sup>5+</sup>O<sub>4</sub>;OHx6,Mn;As;O;H,8.BE.70,Mn<sup>3+</sup>Mn<sup>2+</sup><sub>3</sub>As<sup>5+</sup>O<sub>4</sub>(OH)<sub>6</sub>,Approved,1982
Theisite,Cu^2+^;Zn,OH;AsO_4_,,,Cu<sup>2+</sup> x 5;Zn x 5,As<sup>5+</sup><sub>2</sub>O<sub>8</sub>;OHx14,Cu;Zn;As;O;H,8.BE.75,Cu<sup>2+</sup><sub>5</sub>Zn<sub>5</sub>As<sup>5+</sup><sub>2</sub>O<sub>8</sub>(OH)<sub>14</sub>,Approved,1982
Coparsite,Cu^2+^,Cl;O;AsO_4_;VO_4_,,,Cu<sup>2+</sup> x 4,"Cl;O x 2;(As<sup>5+</sup>O<sub>4</sub>,V<sup>5+</sup>O<sub>4</sub>)",Cu;As;O;V;Cl,8.BE.80,"Cu<sup>2+</sup><sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>,V<sup>5+</sup>O<sub>4</sub>)O<sub>2</sub>Cl",Approved,1990
Waterhouseite,Mn^2+^,OH;PO_4_,,,Mn<sup>2+</sup> x 7,(PO<sub>4</sub>) x 2;OHx8,Mn;P;O;H,8.BE.85,Mn<sup>2+</sup><sub>7</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Approved,2004
Vasilseverginite,Cu^2+^,AsO_4_;SO_4_;O,,,Cu<sup>2+</sup> x 9,(AsO<sub>4</sub>) x 2;(SO<sub>4</sub>) x 2;O x 4,Cu;O;As;S,8.BE.90,Cu<sup>2+</sup><sub>9</sub>O<sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>,"Approved, Pending publication",2015
Arrojadite-(BaFe),Al;Ba;Ca;Fe^2+^;Na,OH;PO_4_;HPO_4_,,,Al;Ba;Ca;Fe<sup>2+</sup> x 14;Na x 2,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);OHx2,Ba;Fe;Ca;Na;Al;P;O;H,8.BF.05,BaFe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,"Approved, Renamed",2005
Arrojadite-(BaNa),Ba;Na;Ca;Fe^2+^;Al,OH;PO_4_;HPO_4_,,,Ba;Na x 3;Na;Ca;Fe<sup>2+</sup> x 13;Al,(PO<sub>4</sub>) x 11;(PO<sub>3</sub>OH);OH,Ba;Na;Ca;Fe;Al;P;O;H,8.BF.05,BaNa<sub>3</sub>(NaCa)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH),Approved,2014
Arrojadite-(KFe),Al;Ca;Fe^2+^;K;Na,OH;PO_4_;HPO_4_,,,Al;Ca;Fe<sup>2+</sup> x 14;K;Na x 3,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);OHx2,K;Na;Fe;Ca;Al;P;O;H,8.BF.05,(KNa)Fe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,"Approved, Renamed",2005
Arrojadite-(KNa),Al;Ca;Fe^2+^;K;Na,OH;PO_4_;HPO_4_,,,Al;Ca;Fe<sup>2+</sup> x 13;K;Na x 5,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);OHx2,K;Na;Ca;Fe;Al;P;O;H,8.BF.05,KNa<sub>3</sub>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,Approved,2005
Arrojadite-(PbFe),Al;Ca;Fe^2+^;Na;Pb^2+^,OH;PO_4_;HPO_4_,,,Al;Ca;Fe<sup>2+</sup> x 14;Na x 2;Pb<sup>2+</sup>,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);OHx2,Pb;Fe;Ca;Na;Al;P;O;H,8.BF.05,Pb<sup>2+</sup>Fe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,Approved,2006
Arrojadite-(SrFe),Al;Ca;Fe^2+^;Na;Sr,OH;PO_4_;HPO_4_,,,Al;Ca;Fe<sup>2+</sup> x 14;Na x 2;Sr,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);OHx2,Sr;Fe;Ca;Na;Al;P;O;H,8.BF.05,SrFe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,Approved,2005
Dickinsonite-(KMnNa),Mn^2+^;Na;Ca;Al;K,OH;PO_4_,,,Mn<sup>2+</sup> x 14;Na x 4;Ca;Al;K,PO<sub>4</sub> x 12;OHx2,K;Na;Mn;Ca;Al;P;O;H,8.BF.05,K(NaMn<sup>2+</sup>)CaNa<sub>3</sub>AlMn<sup>2+</sup><sub>13</sub>(PO<sub>4</sub>)<sub>12</sub>(OH)<sub>2</sub>,Approved,2005
Fluorarrojadite-(BaFe),Fe^2+^;Na;Ca;Ba;Al,PO_4_;HPO_4_;F,,,Fe<sup>2+</sup> x 15;Na x 2;Ca;Ba;Al,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);F x 2,Ba;Fe;Na;Ca;Al;P;O;H;F,8.BF.05,BaFe<sup>2+</sup>(Na<sub>2</sub>Ca)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)F<sub>2</sub>,Approved,2005
Fluorarrojadite-(BaNa),Fe^2+^;Na;Ca;Ba;Al,PO_4_;HPO_4_;F,,,Fe<sup>2+</sup> x 13;Na x 4;Ca;Ba;Al,PO<sub>4</sub> x 11;(PO<sub>3</sub>OH);F x 2,Ba;Na;Ca;Fe;Al;P;O;H;F,8.BF.05,BaNa<sub>2</sub>(Na<sub>2</sub>Ca)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)F<sub>2</sub>,"Approved, Pending publication",2016
Fluorcarmoite-(BaNa),Na;Mg;Ca;Al;Ba,PO_4_;HPO_4_;F,,,Na x 4;Mg x 13;Ca;Al;Ba;[box] x 2,PO<sub>4</sub> x 11;(HPO<sub>4</sub>);F x 4,Ba;Na;Ca;Mg;Al;P;O;H;F,8.BF.05,Ba[box]Na<sub>2</sub>(CaNa<sub>2</sub>)[box]Mg<sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)F<sub>2</sub>,"Approved, Pending publication",2015
Manganoarrojadite-(KNa),K;Na;Mn^2+^;Fe^2+^;Al,OH;PO_4_;HPO_4_,,,K;Na x 5;Mn<sup>2+</sup>;Fe<sup>2+</sup> x 13;Al,PO<sub>4</sub> x 11;PO<sub>3</sub>OH;OHx2,K;Na;Mn;Fe;Al;P;O;H,8.BF.05,KNa<sub>5</sub>Mn<sup>2+</sup>Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,"Approved, Pending publication",2020
Samuelsonite,Ca;Ba;Al;Fe^2+^;Mn^2+^,OH;PO_4_,,,(Ca + Ba)=1;Al x 2;Ca x 8;Fe<sup>2+</sup> x 2;Mn<sup>2+</sup> x 2,PO<sub>4</sub> x 10;OHx2,Ca;Ba;Fe;Mn;Al;P;O;H,8.BF.10,"(Ca,Ba)Ca<sub>8</sub>Fe<sup>2+</sup><sub>2</sub>Mn<sup>2+</sup><sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>10</sub>(OH)<sub>2</sub>",Approved,1975
