"Mineral_Name","Approval history","Groups","Synonyms","Varieties","Strunz 8th edition","Dana 8th edition","Strunz 10th edition","Hey's 3rd edition","Formula","Crystal System","Class Name","H-M symbol","Space group","Non-standart settings","Optical Properties","Colour","Streak","Lustre","Cleavage","Fracture","Tenacity","Hardness","Density measured","Density calculated","Habit","Geological occurrence","Localities","References","Named for","Type Locality","Distribution","Distribution Range","URL to e-Rocks","Context","Groups Short"
"Betpakdalite","Approved","Betpakdalite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9454",,
"Betpakdalite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9455",,
"Parisite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9457",,
"Allanite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9458",,
"Honigspat","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9459",,
"Samarskite","Approved","Samarskite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9461",,
"Samarskite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9462",,
"Phillipsite","Approved","Zeolite Group","Philipsite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9464",,
"Garnierite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9466",,
"Cathedral Quartz","Approved",,"Quartz Var Cathedral Quartz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9467",,
"Melilite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9468",,
"Melilite","Approved","Melilite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9469",,
"Staffelite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9470",,
"Xanthosiderite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9471",,
"Gmelinite","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9472",,
"Alligator Quartz","Approved",,"Quartz Var Alligator, Jacaré Quartz, Jacare Quartz, Quartz Var Jacarè, Crocodile Quartz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9473",,
"Halloysite","Approved","Kaolinite-Serpentine Group","Indianaite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9474",,
"Buergerite","Approved","Tourmaline",,,,,,,"Na(Fe_3_^3+^)Al_6_(Si_6_O_18_)(BO_3_)_3_O_3_(OH)",,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9378",,
"Lepidolite","Approved","Mica","Lepidolite -, Lepidolita",,,,,,"KLi_2_Al(Si_4_O_10_)(F,OH)_2_ to K(Li_1.5_Al_1.5_)(AlSi_3_O_10_)(F,OH)_2_",,,,,,,"Pink, light purple, light rose red","White",,,,,"2.5-3.5",,,,,,,,,,,"https://e-rocks.com/node/9379",,
"Clinochalcomenite","Approved",,"Clino-Chalcomenite",,4,,,,"CuSeO_3_ · 2H_2_O","Monoclinic",,,,,,"Bluish green","Pale Green",,,,,2,,,,,"Gansu (Ganzu) Province, China",,,,,,"https://e-rocks.com/node/9380",,
"Olivine","Approved","Olivine",,,,,,,"(Mg,Fe^2+^)_2_SiO_4_","Orthorhombic",,,,,,"Yellowish green, olive green, greenish black, or reddish brown","White",,,,,"6.5-7",,,,,,,,,,,"https://e-rocks.com/node/9381",,
"Jahnsite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9382",,
"Chlorite","Approved","Chlorite","Oxychlorite, Viridite",,,,,,,"Monoclinic",,,,,,"Green, Grey, Brown","colourless",,,,,"2-2.5",,,,,,,,,,,"https://e-rocks.com/node/9383",,
"Stilbite","Approved",,,,,,,,,,,,,,,"White","White",,,,,"3.5-4",,,,,,,,,,,"https://e-rocks.com/node/9384",,
"Apatite","Approved",,"Agustite, Asparagolite, Asparagus Stone, Augustite, Estramadurite, Fluocollophanite, Fluorcollophane, Kietyogite, Kietyöite, Pyroguanite, Sombrerite",,,,,,,"Hexagonal",,,,,,,,,,,,5,,,,,,,,,,,"https://e-rocks.com/node/9385",,
"Carbonatocyanotrichite","Approved","Cyanotrichite",,,"7.DE.10",,,,"Cu_4_Al_2_(CO_3_,SO_4_)(OH)_12_·2H_2_O","Orthorhombic",,,,,,"Pale Blue",,,,,,2,,,,,"Balasauskandyk, Karatau Range, Southern Kazakhstan Province, Kazakhstan",,,,,,"https://e-rocks.com/node/9386",,
"Pyrochlore","Approved","Pyrochlore Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9387",,
"Pyrochlore Group","Approved",,"Azor-Phyrrite, Azor-pyrrhite, Azorpyrrhite, Columbomicrolite (of De Villiers), Endeiolite, Fluochlor, Hydrochlor, Koppite, Niobpyrochlor, Pyrochlor",,4,,,,"A_2_Nb_2_(O,OH)_6_Z","Isometric",,,,,,"Brown, yellow-brown, reddish brown, orange, black","Light brown, yellow-brown",,,,,"5-5.5",,,,,,,,,,,"https://e-rocks.com/node/9388",,
"Tourmaline","Approved",,"Tourmaline Group, Turmaline, Turmalin, Tourmaline-",,,,,,"A(D_3_)G_6_(T_6_O_18_)(BO_3_)_3_X_3_Z","Trigonal",,,,,,,,,,,,7,,,,,,,,,,,"https://e-rocks.com/node/9389",,
"Fluorapophyllite","Approved",,"Fluor-apophyllite, Fluorapophyllite -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9390",,
"Heulandite","Approved",,"Heulandit",,,,,,,,,,,,,"White","White",,,,,"3-3.5",,,,,,,,,,,"https://e-rocks.com/node/9391",,
"Wolframite","Approved",,"Wolframita",,,,,,"(Fe^2+^)WO_4_ to (Mn^2+^)WO_4_","Monoclinic",,,,,,"Greyish-black","Reddish Brown",,,,,"4-4.5",,,,,,,,,,,"https://e-rocks.com/node/9392",,
"Idocrase","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9393",,
"Mica Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9394",,
"Mica","Approved","Mica Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9395",,
"Garnet","Approved",,"Granate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9396",,
"Limonite","Approved",,"Bohnerz, Limonite -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9397",,
"Microlite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9398",,
"Microlite","Approved","Microlite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9399",,
"Apophyllite","Approved",,"Apophyllite Ca F, Apophyllit, Apofilita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9400",,
"Lapis Lazuli","Approved",,"Lapiz Lazuli, Lazurite (Lapis Lazuli)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9401",,
"Scapolite","Approved","Scapolite","Dipyr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9402",,
"Feldspar Group","Approved",,"Felspar, Feldspath, Feldspat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9403",,
"Feldspar","Approved","Feldspar Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9404",,
"Liddicoatite","Approved","Tourmaline","Liddicoatite -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9405",,
"Columbite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9406",,
"Wood Olivenite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9407",,
"Agardite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9408",,
"Axinite","Approved","Axinite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9409",,
"Axinite Group","Approved",,"Thumite, Axinit, Axinita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9410",,
"Tantalite","Approved","Tantalite-(Fe)-Tantalite-(Mn) Series",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9411",,
"Tantalite-(Fe)-Tantalite-(Mn) Series","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9412",,
"Brewsterite","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9413",,
"Faden","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9414",,
"Sturtite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9416",,
"Uranpyrochlore (of Hogarth 1977)","Approved",,"Uranopyrochlore, Ellsworthite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9417",,
"Uranpyrochlore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9418",,
"Andorite","Approved",,,,,,,,"AgPbSb_3_S_6_","Orthorhombic",,,,,,"Dark Grey",,,,,,-3.5,,,,,"Baia Sprie Mine, Baia Sprie, Romania",,,,,,"https://e-rocks.com/node/9419",,
"Calamine","Approved",,"Galmei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9420",,
"Manganoan Smithsonite","Approved",,"Manganosmithsonite",,,,,,"(Mn,Co)CO_3_",,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9421",,
"Magnesio-aluminokatophorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9422",,
"Sagenite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9423",,
"Cuprian Powellite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9424",,
"Vicanite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9425",,
"Vicanite","Approved","Vicanite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9426",,
"Cu-rich lyonsite","Approved",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,"https://e-rocks.com/node/9376",,
"Allanite Group","Approved",,"Orthite",,,,,,"{A_1_^2+^REE^3+^}{M^3+^_2_M_3_^2+^}(Si_2_O_7_)(SiO_4_)O(OH)",,,,,,,,,,,,,0,,,,,,,,,,,"https://e-rocks.com/node/9375",,
"Samtblende","Approved",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,"https://e-rocks.com/node/9374",,
"Befanamite","Approved",,,,,,,,"Sc_2_Si_2_O_7_",,,,,,,,,,,,,0,,,,,,,,,,,"https://e-rocks.com/node/9373",,
