mineral_name,formula,ions,note,ns_class,ns_subclass,ns_family,ns_mineral
Strontiochevkinite,"(Sr,Ce^3+^,La,Ca)_4_Fe^2+^(Ti^4+^,Zr)_4_O_8_(Si_2_O_7_)_2_","{""A"":[""La^3+^ x 4-A"",""Ce^3+^ x 4-A"",""Ca^2+^ x 4-A"",""Sr^2+^ x 4-A""],""B"":[""Fe^2+^""],""C"":[""Ti^4+^ x 4-C"",""Zr^4+^ x 4-C""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""O^2-^ x 8""]}",,9,B,E,62
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,"{""A"":[""Sr^2+^""],""B"":[""Al^3+^ x 2""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""],""W"":[""H_2_O""],""Z"":[""OH^1-^ x 4""]}",,5,D,B,10
Strontiofluorite,SrF_2_,"{""A"":[""Sr^2+^""],""Y1"":[""F^1-^ x 2""]}",,3,A,B,25
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,,,6,F,C,15
Strontiohurlbutite,SrBe_2_(PO_4_)_2_,,,8,A,A,15
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O","{""A"":[""Na^1+^ x 2-A"",""Fe^2+^ x 2-A""],""B"":[""Ba^2+^ x 2""],""C"":[""Sr^2+^ x 2""],""D"":[""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 1(8)""],""Y1"":[""O^2-^ x 3(8)""],""V"":[""H_2_O""],""Z"":[""O^2-^ x 2""]}",,9,C,E,25
Strontiomelane,Sr(Mn^4+^_6_Mn^3+^_2_)O_16_,"{""A"":[""Sr^2+^""],""B"":[""Mn^4+^ x 6"",""Mn^3+^ x 2""],""Y1"":[""O^2-^ x 16""]}",,4,D,K,05a
Strontioperloffite,SrMn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_3_(OH)_3_,"{""A"":[""Sr^2+^""],""B"":[""Mn^2+^ x 2""],""C"":[""Fe^3+^ x 2""],""X1"":[""P^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""Z"":[""OH^1-^ x 3""]}",,8,B,H,20
Strontiopharmacosiderite,Sr_0.5_Fe^3+^_4_[(As^5+^O_4_)_3_(OH)_4_]·4H_2_O,"{""A"":[""Sr^2+^ x 0.5""],""B"":[""Fe^3+^ x 4""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""W"":[""H_2_O x 4""],""Z"":[""OH^1-^ x 4""]}",,8,D,K,10
Strontioruizite,Sr_2_Mn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O,"{""A"":[""Sr^2+^ x 2""],""B"":[""Mn^3+^ x 2""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 11""],""W"":[""H_2_O x 2""],""Z"":[""OH^1-^ x 4""]}",,9,B,J,35
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),"{""A"":[""Sr^2+^ x 9""],""B"":[""Mg^2+^""],""X1"":[""P^5+^ x 1(7)""],""Y1"":[""O^2-^ x 4(7)-Y1"",""OH^1-^ x 4(7)-Y1""]}",,8,A,C,25
Strunzite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·6H_2_O,"{""A"":[""Mn^2+^""],""B"":[""Fe^3+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 6""],""Z"":[""OH^1-^ x 2""]}",,8,D,C,25
Struvite,(NH_4_)Mg(PO_4_)·6H_2_O,"{""A"":[""NH_4_^1+^""],""B"":[""Mg^2+^""],""X1"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O x 6""]}",,8,C,H,40
Struvite-(K),KMgPO_4_·6H_2_O,"{""A"":[""K^1+^""],""B"":[""Mg^2+^""],""X1"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O x 6""]}",,8,C,H,40
Studenitsite,NaCa_2_B_9_O_14_(OH)_4_·2H_2_O,,,6,G,B,05
Studtite,(U^6+^O_2_)O_2_(H_2_O)_2_·2H_2_O,,,4,G,A,15
Stumpflite,PtSb,"{""A"":[""Pt^3+^""],""Y1"":[""Sb^3-^""]}",,2,C,C,05
Sturmanite,"Ca_6_(Fe^3+^,Al,Mn^3+^)_2_(SO_4_)_2_[B(OH)_4_](OH)_12_·25H_2_O","{""A"":[""Ca^2+^ x 6""],""B"":[""Al^3+^ x 2-B"",""Fe^3+^ x 2-B"",""Mn^3+^ x 2-B""],""X1"":[""S^6+^ x 1(2)""],""X2"":[""B^3+^""],""Y1"":[""O^2-^ x 4(2)""],""Y2"":[""OH^1-^ x 4(2)""],""W"":[""H_2_O x 25""],""Z"":[""OH^1-^ x 12""]}",,7,D,G,15
Stützite,Ag_4.64-4.76_Te_3_,,,2,B,A,32
Suanite,Mg_2_B_2_O_5_,,,6,B,A,05
Sudburyite,"(Pd,Ni)Sb","{""A"":[""Ni^3+^ x 1-A"",""Pd^3+^ x 1-A""],""Y1"":[""Sb^3-^""]}",,2,C,C,05
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,"{""A"":[""Mg^2+^ x 2"",""Al^3+^ x 3""],""X1"":[""Al^3+^"",""Si^4+^ x 3""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 8""]}",,9,E,C,30
Sudovikovite,PtSe_2_,"{""A"":[""Pt""],""Y1"":[""Se x 2""]}",,2,E,A,20
Suenoite,[box]Mn^2+^_2_Mg_5_Si_8_O_22_(OH)_2_,,,9,D,D,05
Suessite,"(Fe,Ni)_3_Si",,,1,B,B,05
Sugakiite,"Cu(Fe,Ni)_8_S_8_","{""A"":[""Ni x 9-A"",""Fe x 9-A"",""Cu x 9-A""],""Y1"":[""S x 8""]}",,2,B,B,15
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,"{""A"":[""K^1+^"",""Na^1+^ x 2""],""B"":[""Li^1+^ x 3""],""C"":[""Fe^3+^ x 2""],""X1"":[""Si^4+^ x 12""],""Y1"":[""O^2-^ x 30""]}",,9,C,M,05
Suhailite,(NH_4_)Fe^2+^_3_(Si_3_Al)O_10_(OH)_2_,"{""A"":[""NH_4_^1+^""],""B"":[""Fe^2+^ x 3""],""X1"":[""Al^3+^"",""Si^4+^ x 3""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 2""]}",,9,E,C,15
Sulfhydrylbystrite,Na_5_K_2_Ca[Al_6_Si_6_O_24_](S_5_)^2-^(SH)^1-^,"{""A"":[""Na^1+^ x 5"",""K^1+^ x 2"",""Ca^2+^""],""X1"":[""Al^3+^ x 6"",""Si^4+^ x 6""],""Y1"":[""O^2-^ x 24""],""Z"":[""(S_5_)^2-^"",""SH^1-^""]}",,9,F,B,05
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",,,6,A,C,55
Sulphohalite,Na_6_(SO_4_)_2_ClF,"{""A"":[""Na^1+^ x 6""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,7,B,D,05
Sulphotsumoite,Bi_3_Te_2_S,"{""A"":[""Bi x 3""],""Y1"":[""Te x 2"",""S""]}",,2,D,C,05
Sulphur,S_8_,"{""A"":[""S x 8""]}",,1,C,C,05
Sulphur-β,S_8_,"{""A"":[""S x 8""]}",,1,C,C,05
Sulvanite,Cu^2+^_3_V^3+^S^2-^_4_,"{""A"":[""Cu^2+^ x 12-X"",""Cu^1+^ x 12-X""],""B"":[""V^3+^""],""C"":[""V^3+^ x 3""],""Y1"":[""S^2-^ x 16""]}",,2,C,B,32
Sundiusite,Pb^2+^_10_(SO_4_)O_8_Cl_2_,,,7,B,D,70
Suolunite,Ca_2_Si_2_O_5_(OH)_2_·H_2_O,,,9,B,E,10
Suredaite,PbSnS_3_,,,2,D,B,10
Surinamite,"(Mg,Fe^2+^)_3_Al_4_BeSi_3_O_16_",,,9,D,H,55
Surite,"(Pb^2+^,Ca)_3_(Al,Fe^2+^,Mg)_2_[(Si,Al)_4_O_10_](CO_3_)_2_(OH)_2_",,,9,E,C,40
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,,,9,B,G,15
Susannite,Pb^2+^_4_(SO_4_)(CO_3_)_2_(OH)_2_,,,5,B,F,40
Suseinargiuite,(Na_0.5_Bi^3+^_0.5_)Mo^6+^O_4_,"{""A"":[""Bi^3+^ x 0.5"",""Na^1+^ x 0.5""],""B"":[""Mo^6+^""],""Y1"":[""O^2-^ x 4""]}",,7,G,A,05
Sussexite,Mn^2+^BO_2_(OH),"{""A"":[""Mn^2+^""],""X1"":[""B^3+^""],""Y1"":[""O^2-^ x 2"",""OH^1-^""]}",,6,B,A,15
Suzukiite,BaV^4+^Si_2_O_7_,"{""A"":[""Ba^2+^""],""B"":[""V^4+^""],""X1"":[""Si^4+^ x 2""],""Y1"":[""O^2-^ x 7""]}",,9,D,H,15
Svabite,Ca_5_(As^5+^O_4_)_3_F,"{""A"":[""Ca^2+^ x 5""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""Z"":[""F^1-^""]}",,8,B,N,05
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,"{""A"":[""Sr^2+^""],""B"":[""Al^3+^ x 3""],""X1"":[""P^5+^""],""X2"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 4""],""Z"":[""OH^1-^ x 6""]}",,8,B,L,05
Sveinbergeite,Ca(Fe^2+^_6_Fe^3+^)Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_5_(H_2_O)_4_,"{""A"":[""Ca^2+^""],""B"":[""Fe^2+^ x 6"",""Fe^3+^""],""C"":[""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""V"":[""H_2_O x 4""],""W"":[""OH^1-^ x 5""],""Z"":[""O^2-^ x 2""]}",,9,D,C,05
Sveite,KAl_7_(NO_3_)_4_(OH)_16_Cl_2_·8H_2_O,,,5,N,D,20
Švenekite,Ca(As^5+^O_2_(OH)_2_)_2_,,,8,A,D,10
Sverigeite,NaMn^2+^MgSn^4+^Be_2_(SiO_4_)_3_(OH),,,9,A,E,15
Svornostite,K_2_Mg(U^6+^O_2_)_2_(SO_4_)_4_·8H_2_O,"{""A"":[""K^1+^ x 2-A"",""Mg^2+^ x 2-A""],""B"":[""U^6+^O_2_ x 2""],""X1"":[""S^6+^ x 1(4)""],""Y1"":[""O^2-^ x 4(4)""],""W"":[""H_2_O x 8""]}",,7,E,B,10
Svyatoslavite,CaAl_2_Si_2_O_8_,"{""A"":[""Ca^2+^""],""X1"":[""Al^3+^ x 2"",""Si^4+^ x 2""],""Y1"":[""O^2-^ x 8""]}",,9,F,A,45
Svyazhinite,"(Mg,Mn^2+^,Ca)(Al,Fe^3+^)(SO_4_)_2_F·14H_2_O","{""A"":[""Mg^2+^ x 1-A"",""Mn^2+^ x 1-A"",""Ca^2+^ x 1-A""],""B"":[""Al^3+^ x 1-B"",""Fe^3+^ x 1-B""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 14""],""Z"":[""F^1-^""]}",,7,D,B,05
Swaknoite,(NH_4_)_2_Ca(PO_3_OH)_2_·H_2_O,,,8,C,J,05
Swamboite-(Nd),Nd_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_2.5_,,,9,A,K,20
Swartzite,CaMg(U^6+^O_2_)(CO_3_)_3_·12H_2_O,,,5,E,D,10
Swedenborgite,NaBe_4_Sb^5+^O_7_,,,4,A,C,05
Sweetite,Zn(OH)_2_,,,4,F,A,10
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O","{""A"":[""Ca^2+^ x 0.2""],""B"":[""Mg^2+^ x 2-B"",""Fe^3+^ x 2-B"",""Al^3+^ x 2-B"",""Fe^2+^ x 2-B"",""Li^1+^ x 2-B""],""X1"":[""Si^4+^ x 4-X1"",""Al^3+^ x 4-X1""],""Y1"":[""O^2-^ x 10""],""W"":[""H_2_O x n""],""Z"":[""OH^1-^ x 2-Z"",""F^1-^ x 2-Z""]}",,9,E,C,25
Switzerite,"(Mn^2+^,Fe^2+^)_3_(PO_4_)_2_·7H_2_O",,,8,C,E,25
Sylvanite,AgAuTe_4_,"{""A"":[""Au"",""Ag""],""Y1"":[""Te x 2""]}",,2,E,A,05
Sylvite,KCl,"{""A"":[""K^1+^""],""Y1"":[""Cl^1-^""]}",,3,A,A,20
Symesite,Pb^2+^_10_SO_4_O_7_Cl_4_·H_2_O,,,3,D,C,32
Symplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,"{""A"":[""Fe^2+^ x 3""],""X1"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""H_2_O x 8""]}",,8,C,E,45
Synadelphite,Mn^2+^_9_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_9_·2H_2_O,"{""A"":[""Mn^2+^ x 9""],""X1"":[""As^3+^""],""X2"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 3""],""Y2"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 2""],""Z"":[""OH^1-^ x 9""]}",,8,B,E,50
Synchysite-(Ce),CaCe^3+^(CO_3_)_2_F,"{""A"":[""Ca^2+^""],""B"":[""Ce^3+^""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""],""Z"":[""F^1-^""]}",,5,B,D,20c
Synchysite-(Nd),CaNd(CO_3_)_2_F,"{""A"":[""Ca^2+^""],""B"":[""Nd^3+^""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""],""Z"":[""F^1-^""]}",,5,B,D,20c
Synchysite-(Y),CaY(CO_3_)_2_F,"{""A"":[""Ca^2+^""],""B"":[""Y^3+^""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""],""Z"":[""F^1-^""]}",,5,B,D,20c
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,"{""A"":[""K^1+^ x 2""],""B"":[""Ca^2+^""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O""]}",,7,C,D,35
Szaibélyite,MgBO_2_(OH),"{""A"":[""Mg^2+^""],""X1"":[""B^3+^""],""Y1"":[""O^2-^ x 2"",""OH^1-^""]}",,6,B,A,15
Szenicsite,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,,,7,G,B,10
Szklaryite,[box]Al_6_BAs^3+^_3_O_15_,"{""A"":[""[box]""],""B"":[""Al^3+^ x 6""],""X1"":[""B^3+^"",""As^3+^ x 3""],""Y1"":[""O^2-^ x 15""]}",,4,J,B,75
Szmikite,Mn^2+^SO_4_·H_2_O,"{""A"":[""Mn^2+^""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O""]}",,7,C,B,02
Szomolnokite,Fe^2+^S^6+^O_4_·H_2_O,"{""A"":[""Fe^2+^""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O""]}",,7,C,B,02
Szymańskiite,"Hg^1+^_16_(Ni^2+^,Mg)_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O",,,5,D,B,30
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,,,9,H,A,22
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,,,3,B,B,35
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,"{""A"":[""Ca^2+^ x 4""],""B"":[""Ce^3+^ x 2""],""C"":[""Ti^4+^""],""D"":[""[box]""],""X1"":[""Si^4+^ x 4"",""B^3+^ x 4""],""Y1"":[""O^2-^ x 22""],""Z"":[""OH^1-^ x 2""]}",,9,D,K,20
Taenite,"(Fe,Ni)",,,1,A,E,10
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),,,9,D,H,25
Taimyrite,"(Pd,Cu,Pt)_3_Sn","{""A"":[""Pt x 3-A"",""Pd x 3-A"",""Cu x 3-A""],""B"":[""Sn""]}",,1,A,G,15
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,"{""A"":[""K^1+^""],""B"":[""Li^1+^"",""Mg^2+^ x 2""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 10""],""Z"":[""F^1-^ x 2""]}",,9,E,C,10
Taipingite-(Ce),(Ce^3+^_7_Ca_2_)_9_Mg(SiO_4_)_3_[SiO_3_(OH)]_4_F_3_,"{""A"":[""Ce^3+^ x 7"",""Ca^2+^ x 2""],""B"":[""Mg^2+^ x 2""],""X1"":[""Si^4+^ x 1(3)""],""X2"":[""Si^4+^ x 1(4)""],""Y1"":[""O^2-^ x 4(3)""],""Y2"":[""O^2-^ x 3(4)"",""OH^1-^ x 1(4)""],""Z"":[""F^1-^ x 3""]}",,9,A,G,12
Takanawaite-(Y),Y^3+^Ta^5+^O_4_,,,7,G,A,20
Takanelite,"(Mn^2+^,Ca)(Mn^4+^,Mn^3+^)_4_O_9_·H_2_O","{""A"":[""Mn^2+^ x 1-A"",""Ca^2+^ x 1-A""],""B"":[""Mn^3+^ x 4-B"",""Mn^4+^ x 4-B""],""Y1"":[""O^2-^ x 9""],""W"":[""H_2_O""]}",,4,F,L,40
Takedaite,Ca_3_B_2_O_6_,,,6,A,A,40
Takéuchiite,"(Mg,Mn^2+^)_2_(Mn^3+^,Fe^3+^)(BO_3_)O_2_","{""A"":[""Mg^2+^ x 2-A"",""Mn^2+^ x 2-A""],""B"":[""Mn^3+^ x 1-B"",""Fe^3+^ x 1-B""],""X1"":[""B^3+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""O^2-^ x 2""]}",,6,A,B,40
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,"{""A"":[""Ni^2+^ x 6""],""B"":[""Al^3+^ x 2""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""W"":[""H_2_O x 4""],""Z"":[""OH^1-^ x 16""]}",,5,D,A,50
Talc,Mg_3_Si_4_O_10_(OH)_2_,"{""A"":[""Mg^2+^ x 3""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 2""]}",,9,E,C,02
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,"{""A"":[""Ca^2+^ x 2""],""B"":[""Mg^2+^""],""X1"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 2""]}",,8,C,G,05
Talnakhite,"Cu_9_(Fe,Ni)_8_S_16_","{""A"":[""Cu x 9""],""B"":[""Fe x 8-B"",""Ni x 8-B""],""Y1"":[""S x 16""]}",,2,C,B,07b
Tamaite,"(Ca,K,Ba,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)","{""A"":[""Na^1+^ x 1-2-A"",""K^1+^ x 1-2-A"",""Ca^2+^ x 1-2-A"",""Ba^2+^ x 1-2-A""],""B"":[""Mn^2+^ x 6""],""X1"":[""Si^4+^ x 10-X1"",""Al^3+^ x 10-X1""],""Y1"":[""O^2-^ x 24""],""W"":[""H_2_O x 7-11""],""Z"":[""OH^1-^ x 4""]}",,9,E,G,30
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,"{""A"":[""Na^1+^""],""B"":[""Al^3+^""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 6""]}",,7,C,C,10
Tamboite,Fe^3+^_3_(OH)(H_2_O)_2_(S^6+^O_4_)(Te^4+^O_3_)_3_(Te^4+^O(OH)_2_)(H_2_O)_3_,,,4,J,N,40
Tancaite-(Ce),Fe^3+^Ce^3+^(Mo^6+^O_4_)_3_·3H_2_O,,,7,G,B,55
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],,,8,B,G,15
Taneyamalite,"(Na,Ca)(Mn^2+^,Mg,Fe^2+^)_12_(Si,Al)_12_(O,OH)_44_","{""A"":[""Ca^2+^ x 1-A"",""Na^1+^ x 1-A""],""B"":[""Mn^2+^ x 12-B"",""Mg^2+^ x 12-B"",""Fe^2+^ x 12-B""],""X1"":[""Si^4+^ x 6(2)""],""Y1"":[""O^2-^ x 17(2)""],""Z"":[""O^2-^ x 10-Z"",""OH^1-^ x 10-Z""]}",,9,D,H,65
Tangdanite,Ca_2_Cu^2+^_9_(As^5+^O_4_)_4_(S^6+^O_4_)_0.5_(OH)_9_·9H_2_O,"{""A"":[""Ca^2+^ x 2""],""B"":[""Cu^2+^ x 9""],""X1"":[""As^5+^ x 1(4)""],""Y1"":[""O^2-^ x 4(4)""],""V"":[""H_2_O x 9""],""W"":[""OH^1-^ x 9""],""Z"":[""SO_4_^2+^""]}",,8,D,M,10
Tangeite,CaCu^2+^V^5+^O_4_(OH),"{""A"":[""Ca^2+^""],""B"":[""Cu^2+^""],""X1"":[""V^5+^""],""Y1"":[""O^2-^ x 4""],""Z"":[""OH^1-^""]}",,8,B,H,35
Taniajacoite,SrCaMn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O,"{""A"":[""Ca^2+^"",""Sr^2+^""],""B"":[""Mn^3+^ x 2""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 11""],""W"":[""H_2_O x 2""],""Z"":[""OH^1-^ x 4""]}",,9,B,J,35
Tanohataite,LiMn^2+^_2_Si_3_O_8_(OH),"{""A"":[""Li^1+^"",""Mn^2+^ x 2""],""X1"":[""Si^4+^ x 3""],""Y1"":[""O^2-^ x 8"",""OH^1-^""]}",,9,D,G,05
Tantalaeschynite-(Y),"Y(Ta,Ti^4+^,Nb^5+^)_2_O_6_","{""A"":[""Y^3+^""],""B"":[""Ti^4+^ x 2-B"",""Nb^5+^ x 2-B"",""Ta^5+^ x 2-B""],""Y1"":[""O^2-^ x 6""]}",,4,D,F,05
Tantalcarbide,TaC,,,1,B,A,20
Tantalite-(Fe),Fe^2+^Ta_2_O_6_,"{""A"":[""Fe^2+^""],""B"":[""Ta^5+^ x 2""],""Y1"":[""O^2-^ x 6""]}",,4,D,B,35
Tantalite-(Mg),"(Mg,Fe^2+^)(Ta,Nb^5+^)_2_O_6_","{""A"":[""Mg^2+^ x 1-A"",""Fe^2+^ x 1-A""],""B"":[""Ta^5+^ x 2-B"",""Nb^5+^ x 2-B""],""Y1"":[""O^2-^ x 6""]}",,4,D,B,35
Tantalite-(Mn),Mn^2+^Ta_2_O_6_,"{""A"":[""Mn^2+^""],""B"":[""Ta^5+^ x 2""],""Y1"":[""O^2-^ x 6""]}",,4,D,B,35
Tantalowodginite,"(Mn^2+^,[box])TaTa_2_O_8_","{""A"":[""Mn^2+^ x 1-A"",""[box]""],""B"":[""Ta^5+^""],""C"":[""Ta^5+^ x 2""],""Y1"":[""O^2-^ x 8""]}",,4,D,B,40
Tanteuxenite-(Y),"Y(Ta,Nb^5+^,Ti^4+^)_2_(O,OH)_6_","{""A"":[""Y^3+^""],""B"":[""Nb^5+^ x B-2"",""Ta^5+^ x B-2"",""Ti^4+^ x B-2""],""Y1"":[""O^2-^ x 6-Y"",""OH^1-^ x 6-Y""]}",,4,D,G,05
Tantite,Ta_2_O_5_,,,4,E,A,05
Tapiaite,Ca_5_Al_2_(As^5+^O_4_)_4_(OH)_4_·12H_2_O,,,8,D,M,55
Tapiolite-(Fe),"(Fe^2+^,Mn^2+^)(Ta,Nb^5+^)_2_O_6_","{""A"":[""Mn^2+^ x 1-A"",""Fe^2+^ x 1-A""],""B"":[""Ta^5+^ x 2-B"",""Nb^5+^ x 2-B""],""Y1"":[""O^2-^ x 6""]}",,4,D,B,10
Tapiolite-(Mn),"(Mn^2+^,Fe^2+^)(Ta,Nb^5+^)_2_O_6_","{""A"":[""Mn^2+^ x 1-A"",""Fe^2+^ x 1-A""],""B"":[""Ta^5+^ x 2-B"",""Nb^5+^ x 2-B""],""Y1"":[""O^2-^ x 6""]}",,4,D,B,10
Taramellite,"Ba_4_(Fe^3+^,Ti^4+^,Fe^2+^,Mg)_4_(B_2_Si_8_O_27_)O_2_Cl_x_","{""A"":[""Ba^2+^ x 4""],""B"":[""Ti^4+^ x 4-B"",""Fe^3+^ x 4-B"",""Fe^2+^ x 4-B"",""Mg^2+^ x 4-B""],""X1"":[""B^3+^ x 2"",""Si^4+^ x 8""],""Y1"":[""O^2-^ x 22""],""W"":[""Cl^1-^ x x""],""Z"":[""O^2-^ x 2""]}",,9,C,E,20
Taramite,{Na}{CaNa}{Mg_3_Al_2_}(Al_2_Si_6_O_22_)(OH)_2_,,,9,D,E,20
Taranakite,"(K,NH_4_)Al_3_(PO_4_)_3_(OH)·9H_2_O",,,8,C,H,25
Tarapacáite,K_2_Cr^6+^O_4_,,,7,F,A,05
Tarbagataite,"(K[box])Ca(Fe^2+^,Mn^2+^)_7_Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_5_","{""A"":[""K^1+^"",""[box]"",""Ca^2+^""],""B"":[""Mn^2+^ x 7-B"",""Fe^2+^ x 7-B""],""C"":[""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""W"":[""OH^1-^ x 5""],""Z"":[""O^2-^ x 2""]}",,9,D,C,05
Tarbuttite,Zn_2_(PO_4_)(OH),"{""A"":[""Zn^2+^ x 2""],""X1"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""Z"":[""OH^1-^""]}",,8,B,B,17
Tarkianite,"(Cu,Fe)(Re,Mo)_4_S_8_",,,2,D,B,30
Taseqite,"Na_12_Sr_3_Ca_6_Fe^2+^_3_Zr_3_Nb^5+^Si_25_O_73_(O,OH,H_2_O)_3_Cl_2_","{""A"":[""Na^1+^ x 12""],""B"":[""Ca^2+^ x 6""],""C"":[""Zr^4+^ x 3""],""D"":[""Fe^2+^ x 3""],""E"":[""Nb^5+^""],""X1"":[""Si^4+^ x 25""],""Y1"":[""O^2-^ x 73""],""Z"":[""OH^1-^ x 3-(Z1-Z3)"",""O^2-^ x 3-(Z1-Z3)"",""H_2_O x 3-(Z1-Z3)"",""Cl^1-^ x 2""]}",,9,C,O,10
Tashelgite,CaMgFe^2+^Al_9_O_16_(OH),,,4,F,G,25
Tassieite,"(Na,[box])Ca_2_(Mg,Fe^2+^,Fe^3+^)_2_(Fe^2+^,Mg)_2_(Fe^3+^,Mg)_2_(PO_4_)_6_·2H_2_O","{""A"":[""Na^1+^ x 1-A"",""[box]""],""B"":[""Ca^2+^ x 2""],""C"":[""Fe^2+^ x 2-C"",""Mg^2+^ x 2-C""],""D"":[""Fe^2+^ x 2-D"",""Mg^2+^ x 2-D""],""E"":[""Fe^3+^ x 2-D"",""Mg^2+^ x 2-D""],""X1"":[""P^5+^ x 1(6)""],""Y1"":[""O^2-^ x 4(6)""],""W"":[""H_2_O x 2""]}",,8,C,F,05
