Mineral_Name,anions_real,Formula
Metacinnabar,S,Hg^2+^S^2-^
Rudashevskyite,S,"(Fe^2+^,Zn)S^2-^"
Sphalerite,S,ZnS^2-^
Stilleite,Se,ZnSe^2-^
Tiemannite,Se,Hg^2+^Se^2-^
Guadalcazarite,S,"(Hg^2+^,Zn)S^2-^"
Kittlite,(S + Se)=1,"Hg^2+^(S,Se)^2-^"
Leviglianite,S,"(Hg^2+^,Zn)S^2-^"
Mercurian Sphalerite,S,"(Zn,Hg)S"
Przibramite (of Huot),S,"(Zn,Cd)S"
Saukovite,S,"(Hg^2+^,Cd^2+^)S^2-^"
Selenian Metacinnabar,(S + Se)=1,"Hg^2+^(S^2-^,Se^2-^)"
Marmatite,S,"(Zn,Fe^2+^)S^2-^"
Sakuraiite,S x 4,"(Cu^1+^,Cu^2+^,Zn,Fe^2+^)_3_(In,Sn^4+^)S^2-^_4_"
Polhemusite,S,"(Zn,Hg)S"
Chalcopyrite,S x 2,Cu^1+^Fe^3+^S^2-^_2_
Eskebornite,Se x 2,Cu^1+^Fe^3+^Se^2-^_2_
Gallite,S x 2,Cu^1+^GaS^2-^_2_
Laforêtite,S x 2,AgInS^2-^_2_
Lenaite,S x 2,AgFe^3+^S^2-^_2_
Roquesite,S x 2,Cu^1+^InS^2-^_2_
Shenzhuangite,S x 2,NiFeS_2_
Unnamed (Cu-Mn-Sn Sulfide),S x 4,Cu_2_MnSnS_4_
Auriferous Chalcopyrite,S x 2,"(Cu^1+^,Au^1+^)Fe^3+^S^2-^_2_"
Stannian Chalcopyrite,S x 2,"Cu^1+^(Fe^3+^,Sn^4+^)S^2-^_2_"
Haycockite,S x 8,Cu_4_Fe_5_S_8_
Mooihoekite,S x 16,Cu_9_Fe_9_S_16_
Putoranite,S x 2,Cu_1.1_Fe_1.2_S_2_
Talnakhite,S x 16,"Cu_9_(Fe,Ni)_8_S_16_"
Černýite,S x 4,Cu^1+^_2_CdSn^4+^S^2-^_4_
Ferrokësterite,S x 4,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_
Hocartite,S x 4,Ag_2_Fe^2+^Sn^4+^S^2-^_4_
Idaite,S x 4,Cu_3_FeS^2-^_4_
Kësterite,S x 4,Cu^1+^_2_ZnSn^4+^S^2-^_4_
Kuramite,S x 4,Cu^1+^_2_Cu^2+^Sn^4+^S^2-^_4_
Pirquitasite,S x 4,Ag_2_ZnSn^4+^S^2-^_4_
Stannite,S x 4,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_
Velikite,S x 4,Cu^1+^_2_Hg^2+^Sn^4+^S^2-^_4_
UM1984-30-S:CuFeSn,S x 7,Cu_2_Fe_2_Sn_3_S_7_
Unnamed (Cu-Zn-In Sulphide),S x 4,CuZn_2_InS_4_
Richardsite,S x 4,Zn_2_Cu^1+^GaS_4_
Zincian Stannite,S x 4,"Cu^1+^_2_(Fe^2+^,Zn)Sn^4+^S^2-^_4_"
Mohite,S x 3,Cu_2_SnS_3_
Omariniite,S x 12,Cu_8_Fe_2_ZnGe_2_S_12_
Stannoidite,S x 12,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn)Sn^4+^_2_S^2-^_12_"
UM2006-11-S:CuFeGeZn,S x 12,"Cu_8_(Fe,Zn)_3_Ge_2_S_12_ (?)"
Chatkalite,S x 8,Cu^1+^_6_Fe^2+^Sn^4+^_2_S^2-^_8_
Mawsonite,S x 8,Cu^1+^_6_Fe^3+^_2_Sn^4+^S^2-^_8_
Colusite,S x 16,Cu^1+^_10_Cu^2+^_2_V^3+^As^5+^_3_S^2-^_16_
Germanite,S x 16,Cu^1+^_8_Cu^2+^_5_Fe^3+^_2_Ge_2_S^2-^_16_
Germanocolusite,S x 16,Cu^1+^_9_Cu^2+^_4_V^3+^Ge_3_S^2-^_16_
Maikainite,S x 16,Cu^1+^_10_Fe^2+^_3_Mo^4+^Ge_3_S^2-^_16_
Nekrasovite,S x 32,"Cu_26_V_2_(Sn,As,Sb)_6_S_32_"
Ovamboite,S x 32,"Cu_20_(Fe,Cu,Zn)_6_W_2_Ge_6_S_32_"
Stibiocolusite,S x 16,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_"
Lazarevicite,S x 4,Cu_3_AsS_4_
Hemusite,S x 8,Cu^1+^_4_Cu^2+^_2_Sn^4+^Mo^4+^S^2-^_8_
Kiddcreekite,S x 8,Cu_6_WSnS_8_
Morozeviczite,S x 4,"(Pb,Fe)_3_Ge_1-x_S_4_"
Polkovicite,S x 4,"(Fe,Pb)_3_(Ge,Fe)_1-x_S_4_"
Renierite,S x 16,"(Cu^1+^,Cu^2+^,Zn)_11_(Fe^2+^,Fe^3+^)_4_(Ge,As^5+^)_2_S^2-^_16_"
Vinciennite,S x 16,"Cu_10_Fe_4_Sn(As,Sb)S_16_"
Arsenian Renierite,S x 16,"(Cu^1+^,Cu^2+^,Zn)_11_(Fe^2+^,Fe^3+^)_4_(Ge,As^5+^)_2_S^2-^_16_"
Catamarcaite,S x 8,Cu_6_GeWS_8_
Lautite,S,CuAsS
Buseckite,S,"(Fe^2+^,Zn,Mn^2+^)S^2-^"
Cadmoselite,Se,CdSe^2-^
Greenockite,S,CdS^2-^
Rambergite,S,Mn^2+^S^2-^
Wurtzite,S,"(Zn,Fe)S^2-^"
Cuprian Cadmoselite,Se,"(Cd,Cu^2+^)Se"
Mercurian Cadmoselite,Se,"(Cd,Hg)Se"
Zincian Greenockite,S,"(Cd,Zn)S"
Cubanite,S x 3,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_
Isocubanite,S x 3,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_
Picotpaulite,S x 3,Tl^1+^Fe_2_S^2-^_3_
Raguinite,S x 2,TlFeS_2_
Argentopyrite,S x 3,AgFe_2_S^2-^_3_
Sternbergite,S x 3,AgFe_2_S^2-^_3_
Argyropyrite,S x 11,Ag_2_Fe_7_S_11_
Frieseite,S x 8,Ag_2_Fe_5_S_8_
Sulvanite,S x 4,Cu^2+^_3_V^3+^S^2-^_4_
Ge-Sn-Sulvanite,S x 4,"Cu_3_(V,Ge,Sn)S_4_"
Vulcanite,Te,CuTe
Empressite,Te,AgTe
Muthmannite,Te x 2,AuAgTe_2_
Lingbaoite,Te x 3,AgTe_3_
Maletoyvayamite,Te x 6;Se x 4,Au_3_Se_4_Te_6_
Murchisite,S x 6,Cr_5_S_6_
Wassonite,S,Ti^2+^S^2-^
Zincselenide,Se,ZnSe
Browneite,S,MnS
Dzhezkazganite,S x 6,ReMoCu_2_PbS_6_
Agmantinite,S x 4,Ag_2_MnSnS_4_
Achávalite,Se,"(Fe,Cu)Se"
Breithauptite,Sb,NiSb
Freboldite,Se,CoSe
Jaipurite,S,CoS
Kotulskite,"(Te,Bi)_2-x_","Pd(Te,Bi)_2-x_ (x ˜ 0.4)"
Langisite,As,"(Co,Ni)As"
Nickeline,As,NiAs
Sederholmite,Se,NiSe
Sobolevskite,"(Bi,Te)","Pd(Bi,Te)"
Stumpflite,Sb,PtSb
Sudburyite,Sb,"(Pd,Ni)Sb"
Zlatogorite,Sb x 2,CuNiSb_2_
Arite,(Sb + As)=1,"Ni(Sb,As)"
Pyrrhotite,S x 8,Fe^2+^_5_Fe^3+^_2_S^2-^_8_
Smythite,S x 4,"(Fe,Ni)_3-3.3_S_4_"
Troilite,S,Fe^2+^S^2-^
Cobaltoan Pyrrhotite,S x 8,"(Fe^2+^,Co^2+^)_5_Fe^3+^_2_S^2-^_8_"
Nickeloan Pyrrhotite,S x 8,"(Fe^2+^,Ni^2+^)_5_Fe^3+^_2_S^2-^_8_"
Cherepanovite,As,RhAs
Minakawaite,Sb,RhSb
Modderite,As,"(Co,Fe)As"
Ruthenarsenite,As,"(Ru,Ni)As"
Westerveldite,As,"(Fe,Ni,Co)As"
Antimonian Westerveldite,(As + Sb)=1,"(Fe,Ni,Co)(As,Sb)"
Mäkinenite,Se,NiSe
Millerite,S,NiS
UM1990-38-S:CuFeIrNiPtRh,S,"(Ni,Fe,Rh,Cu,Ir,Pt)S"
Mackinawite,S,"(Fe,Ni)_1-1.07_S"
Vavřínite,Te x 2,Ni_2_SbTe_2_
Hexatestibiopanickelite,(Sb + Te)=1,"(Pd,Ni)(Sb,Te)"
Braggite,S,"(Pt,Pd,Ni)S"
Vysotskite,S,"(Pd^2+^,Ni^2+^)S^2-^"
Cooperite,S,PtS
Crowningshieldite,S,(Ni_0.9_Fe_0.10_)S
Jacutingaite,Se x 3,Pt_2_HgSe_3_
Tilkerodeite,Se,Pd_2_HgSe
Imgreite,Te,NiTe
UM2007-26-S:CuFeIrNiPtRh,S x 11,"(Ir,Cu,Ni,Pt,Rh,Fe)_9_S_11_"
Hydrotroilite,S;H_2_O,FeS·H_2_O
Eliopoulosite,S x 8,V_7_S_8_
Herzenbergite,S,SnS
Teallite,S x 2,PbSnS_2_
Alabandite,S,Mn^2+^S^2-^
Altaite,Te,Pb^2+^Te^2-^
Clausthalite,Se,Pb^2+^Se^2-^
Galena,S,Pb^2+^S^2-^
Keilite,S,"(Fe^2+^,Mg)S^2-^"
Niningerite,S,"(Mg,Fe^2+^,Mn^2+^)S^2-^"
Oldhamite,S,"(Ca,Mg)S"
Argentiferous Galena,S,"(Pb^2+^,Ag)S^2-^"
Auriferous Galena,S,"(Pb^2+^,Au)S^2-^"
Bismuthiferous Galena,S,"(Pb,Bi,Ag)S"
Johnstonite (of Haidinger),S x 1+x,Pb^2+^S^2-^_1+x_
Selenian Galena,(S + Se)=1,"Pb^2+^(S^2-^,Se^2-^)"
U-Galena,S,Pb^2+^S^2-^
Quiroguite,S x 32,Pb_23_Sb_6_S_32_
Cinnabar,S,HgS
Hypercinnabar,S,HgS
Wilkmanite,Se x 4,Ni_3_Se_4_
Bornhardtite,Se x 4,Co^2+^Co^3+^_2_Se^2-^_4_
Cadmoindite,S x 4,CdIn_2_S^2-^_4_
Carrollite,S x 4,"Cu^1+^(Co^3+^,Ni)_2_S_4_"
Cuproiridsite,S x 4,"(Cu^2+^,Fe)Ir^3+^_2_S^2-^_4_"
Cuprokalininite,S x 4,Cu^2+^Cr^3+^_2_S^2-^_4_
Cuprorhodsite,S x 4,"(Cu^2+^,Fe)Rh^3+^_2_S^2-^_4_"
Daubréelite,S x 4,Fe^2+^Cr^3+^_2_S^2-^_4_
Fletcherite,S x 4,"Cu^2+^(Ni^3+^,Co)_2_S^2-^_4_"
Florensovite,S x 4,"(Cu^1+^,Zn)(Cr^3+^_1.5_Sb^5+^_0.5_)S^2-^_4_"
Greigite,S x 4,Fe^2+^Fe^3+^_2_S^2-^_4_
Indite,S x 4,Fe^2+^In_2_S^2-^_4_
Joegoldsteinite,S x 4,Mn^2+^Cr^3+^_2_S^2-^_4_
Kalininite,S x 4,ZnCr^3+^_2_S^2-^_4_
Linnaeite,S x 4,Co^2+^Co^3+^_2_S^2-^_4_
Malanite,S x 4,"Cu^2+^(Pt^3+^,Ir^3+^)_2_S^2-^_4_"
Nickeltyrrellite,Se x 4,CuNi_2_Se_4_
Polydymite,S x 4,Ni^2+^Ni^3+^_2_S^2-^_4_
Siegenite,S x 4,Co^2+^Ni^3+^_2_S^2-^_4_
Trüstedtite,Se x 4,Ni^2+^Ni^3+^_2_Se^2-^_4_
Tyrrellite,Se x 4,"Cu^2+^(Co^3+^,Ni^3+^)_2_Se^2-^_4_"
Violarite,S x 4,Fe^2+^Ni^3+^_2_S^2-^_4_
Xingzhongite,S x 4,"(Cu^2+^,Pb^2+^,Fe^2+^)(Ir,Pt,Rh)_2_S^2-^_4_"
Ferrorhodsite,S x 4,"(Fe^2+^,Cu)(Rh,Ir,Pt)_2_S^2-^_4_"
Auriferous Linnaeite,S x 4,"(Co^2+^,Au)Co^3+^_2_S^2-^_4_"
Cobaltian Malanite,S x 4,"Cu^2+^(Pt^3+^,Co^3+^)_2_S^2-^_4_"
Rhodostannite,S x 8,"(Cu^1+^,Ag)_2_Fe^2+^Sn^4+^_3_S^2-^_8_"
Toyohaite,S x 8,Ag_2_Fe^2+^Sn^4+^_3_S^2-^_8_
Brezinaite,S x 4,Cr^2+^Cr^3+^_2_S^2-^_4_
Heideite,S x 4,"(Fe^2+^,Cr^2+^)_1.15_(Ti^3+^,Fe^2+^)_2_S^2-^_4_"
Inaglyite,S x 16,"PbCu_3_(Ir,Pt)_8_S_16_"
Konderite,S x 16,PbCu_3_Rh_8_S_16_
Kingstonite,S x 4,"(Rh,Ir,Pt)_3_S_4_"
Zaykovite,Se x 4,Rh_3_Se_4_
Antimonselite,Se x 3,Sb_2_Se_3_
Bismuthinite,S x 3,Bi_2_S_3_
Guanajuatite,Se x 3,Bi_2_Se_3_
Metastibnite,S x 3,Sb_2_S_3_
Pääkkönenite,As;S x 2,Sb_2_AsS_2_
Stibnite,S x 3,Sb_2_S_3_
Antimonian Bismuthinite,S x 3,"(Bi,Sb)_2_S_3_"
Argentiferous Bismuthinite,S x 3,"(Bi,Ag)_2_S_3_"
Horobetsuite,S x 3,"(Sb,Bi)_2_S_3_"
Selenian Stibnite,(S + Se)=3,"Sb_2_(S,Se)_3_"
Ottemannite,S x 3,Sn_2_S_3_
Suredaite,S x 3,PbSnS_3_
Bowieite,S x 3,"(Rh,Ir,Pt)_2_S^2-^_3_"
Kashinite,S x 3,"(Ir^3+^,Rh)_2_S^2-^_3_"
Montbrayite,Te x 3,"(Au,Sb)_2_Te_3_"
Edgarite,S x 6,Fe^3+^Nb^3+^_3_S^2-^_6_
Tarkianite,S x 8,"(Cu,Fe)(Re,Mo)_4_S_8_"
Cameronite,Te x 10,"Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)"
Schreibersite (of Shephard),S x 3,Cr_2_S_3_
Stangersite,S x 3,SnGeS_3_
Baksanite,S x 3;Te x 2,Bi_6_Te_2_S_3_
Hedleyite,Te x 3,Bi_7_Te_3_
Hitachiite,S x 6;Te x 2,Pb_5_Bi_2_Te_2_S_6_
Ikunolite,"(S,Se)_3_","Bi_4_(S,Se)_3_"
Ingodite,S;Te,Bi_2_TeS
Joséite-A,S x 2;Te,Bi_4_TeS_2_
Joséite-B,S;Te x 2,Bi_4_Te_2_S
Kawazulite,Se;Te x 2,Bi_2_Te_2_Se
Laitakarite,Se x 3,Bi_4_Se_3_
Nevskite,"(Se,S)","Bi(Se,S)"
Paraguanajuatite,Se x 3,Bi_2_Se_3_
Pilsenite,Te x 3,Bi_4_Te_3_
Skippenite,Se x 2;Te,Bi_2_Se_2_Te
Sulphotsumoite,S;Te x 2,Bi_3_Te_2_S
Tellurantimony,Te x 3,Sb_2_Te_3_
Tellurobismuthite,Te x 3,Bi_2_Te_3_
Telluronevskite,Se x 2;Te,Bi_3_TeSe_2_
Tetradymite,S;Te x 2,Bi_2_Te_2_S
Tsumoite,Te,BiTe
Vihorlatite,Se x 17;Te x 4,Bi_24_Se_17_Te_4_
UM1983-09-S:BiPbTe,S x 2;Te,PbBi_3_S_2_Te
Joséite,Te;S x 2,Bi_4_TeS_2_
Joséite-C,S x 9;Te,Bi_16_Te_3_S_9_
Protojoséite,(Te + S)=2,"Bi_3_(Te,S)_2_"
Sztrókayite,S x 2;Te,Bi_3_TeS_2_
Tellurian Ikunolite,"(S,Te)_3_","(Bi,Te)_4_(S,Te)_3_"
Sylvanite,Te x 4,AgAuTe_4_
Calaverite,Te x 2,AuTe_2_
Kostovite,Te x 4,AuCuTe_4_
Krennerite,Te x 8,Au_3_AgTe_8_
Berndtite,S x 2,SnS_2_
Kitkaite,Te;Se,NiTeSe
Melonite,Te x 2,NiTe_2_
Merenskyite,"(Te,Bi)_2_","(Pd,Pt)(Te,Bi)_2_"
Moncheite,"(Te,Bi)_2_","(Pt,Pd)(Te,Bi)_2_"
Ognitite,Te,NiBiTe
Shuangfengite,Te x 2,IrTe_2_
Sudovikovite,Se x 2,PtSe_2_
Bismuthian Palladian Melonite,Te x 2,"(Ni,Pd)(Te,Bi)_2_"
Chengbolite,Te_2_,"(Pt,Pd)Te_2_"
Co-rich Melonite,Te x 2,"(Ni,Co)Te_2_"
Palladian Melonite,Te x 2,"(Ni,Pd)Te_2_"
Platinoshuangfengite,Te x 2,"(Ir,Pt)Te_2_"
Verbeekite,Se x 2,PdSe_2_
Drysdallite,Se x 2,Mo^4+^Se^2-^_2_
Jordisite,S x 2,Mo^4+^S^2-^_2_
Molybdenite,S x 2,Mo^4+^S^2-^_2_
Tungstenite,S x 2,WS_2_
Femolite,S x 2,"(Mo^4+^,Fe)S^2-^_2_"
Rhenian Molybdenite,S x 2,"(Mo^4+^,Re)S^2-^_2_"
Mitrofanovite,Te x 4,Pt_3_Te_4_
Pampaloite,Te,AuSbTe
Aurostibite,Sb_2_,AuSb_2_
Cattierite,S_2_,Co^2+^(S_2_)^2-^
Dzharkenite,Se_2_,Fe^2+^(Se_2_)^2-^
Erlichmanite,S_2_,Os^2+^(S_2_)^2-^
Fukuchilite,S_2_ x 4,Cu^2+^_3_Fe^2+^(S_2_)^2-^_4_
Gaotaiite,Te_8_,Ir_3_Te_8_
Geversite,Sb_2_,PtSb_2_
Hauerite,S_2_,Mn^2+^(S_2_)^2-^
Insizwaite,"(Bi,Sb)_2_","Pt(Bi,Sb)_2_"
Krut'aite,Se_2_,Cu^2+^(Se_2_)^2-^
Laurite,S_2_,Ru^2+^(S_2_)^2-^
Penroseite,Se_2_,"(Ni,Co,Cu)Se_2_"
Pyrite,S_2_,Fe^2+^(S_2_)^2-^
Sperrylite,As_2_,PtAs_2_
Trogtalite,Se_2_,Co^2+^(Se_2_)^2-^
Vaesite,S_2_,Ni^2+^(S_2_)^2-^
Villamaninite,S_2_,"(Cu^2+^,Ni,Co,Fe)S^2-^_2_"
Unnamed (Cubic NiSe2),Se_2_,NiSe_2_
Arsenian Pyrite,(S_2_ + As_2_)=1,"Fe^2+^[(S,As)_2_]^2-^"
Auriferous Pyrite,S_2_,"(Fe^2+^,Au)(S_2_)^2-^"
Bravoite,S_2_,"(Fe^2+^,Ni^2+^)(S_2_)^2-^"
Cobalt-nickel-pyrite (of Vernadsky),S_2_,"(Fe,Ni,Co)S_2_"
Cobaltoan Pyrite,S_2_,"(Fe^2+^,Co^2+^)(S_2_)^2-^"
Cupriferous Pyrite,S_2_,"(Fe^2+^,Cu^2+^)(S_2_)^2-^"
Hengleinite,S_2_,"(Ni^2+^,Fe^2+^,Co^2+^)(S_2_)^2-^"
Thallian Arsenian Pyrite,S_2_;As_2_,"(Fe^2+^,Tl)(S,As)_2_"
Cayeuxite,S_2_;As_2_,"Fe^2+^(S_2_,As_2_)^2-^"
Gelpyrit,(S_2_ + As_2_)=1,"Fe^2+^(S_2_,As_2_)^2-^"
Ballesterosite,S_2_,"(Fe^2+^,Zn,Sn^2+^)(S_2_)^2-^"
Bambollaite,"(Se,Te)_2_","Cu(Se,Te)_2_"
Ferroselite,Se_2_,FeSe_2_
Frohbergite,Te_2_,FeTe_2_
Kullerudite,Se_2_,NiSe_2_
Marcasite,S_2_,FeS_2_
Mattagamite,Te_2_,CoTe_2_
Petříčekite,Se_2_,CuSe_2_
Blueite,S_2_,"(Fe,Ni)S_2_"
Cobalt-frohbergite,Te_2_,"(Fe,Co)Te_2_"
Lonchidite,(S_2_ + As_2_)=1,"Fe(S,As)_2_"
Alloclasite,AsS,Co^3+^(AsS)^3-^
Glaucodot,AsS,Co^3+^Fe^3+^(AsS)^3-^_2_
Costibite,SbS,Co^3+^(SbS)^3-^
Paracostibite,SbS,Co^3+^(SbS)^3-^
Pararammelsbergite,As_2_,NiAs_2_
Oenite,Sb;As,CoSbAs
Unnamed (Fe-Ni Antimonide Arsenide),Sb;As,"(Fe,Ni)SbAs"
Anduoite,As_2_,"(Ru,Os)As_2_"
Clinosafflorite,As_2_,Co^2+^As_2_
Löllingite,As_2_,FeAs_2_
Nisbite,Sb_2_,NiSb_2_
Omeiite,As_2_,"(Os,Ru)As_2_"
Rammelsbergite,As_2_,NiAs_2_
Safflorite,As_2_,"(Co^2+^,Fe^2+^,Ni^2+^)As_2_"
Chathamite,As_2_,"(Fe,Ni)As_2_"
Cobaltian Löllingite,As_2_,"(Fe,Co)As_2_"
Cobaltoan Rammelsbergite,As_2_,"(Ni^2+^,Co^2+^)As_2_"
Geyerite,"(As,S)_2_","Fe(As,S)_2_"
Glaucopyrite,As_2_,"(Fe,Co)As_2_"
Nickelian Loellingite,As_2_,"(Fe,Ni)As_2_"
Seinäjokite,"(Sb,As)_2_","(Fe,Ni)(Sb,As)_2_"
Paxite,As_2_,CuAs_2_
Arsenopyrite,AsS,Fe^3+^(AsS)^3-^
Gudmundite,SbS,FeSbS
Osarsite,AsS,"(Os^3+^,Ru)(AsS)^3-^"
Ruarsite,AsS,"(Ru,Os)(AsS)^3-^"
Danaite,AsS,"(Fe^3+^,Co^3+^)(AsS)^3-^"
Changchengite,BiS,IrBiS
Cobaltite,AsS,Co^3+^(AsS)^3-^
Gersdorffite,AsS,NiAsS
Gersdorffite-P213,AsS,NiAsS
Gersdorffite-Pa3,AsS,NiAsS
Gersdorffite-Pca21,AsS,NiAsS
Hollingworthite,AsS,"(Rh,Pt,Pd)(AsS)^3-^"
Irarsite,AsS,"(Ir^3+^,Ru,Rh,Pt)(AsS)^3-^"
Jolliffeite,AsSe,NiAsSe
Kalungaite,AsSe,PdAsSe
Krutovite,As_2_,NiAs_2_
Maslovite,BiTe,PtBiTe
Mayingite,BiTe,IrBiTe
Michenerite,BiTe,PdBiTe
Milotaite,SbSe,PdSbSe
Padmaite,BiSe,PdBiSe
Platarsite,AsS,Pt^3+^(AsS)^3-^
Tolovkite,SbS,IrSbS
Ullmannite,SbS,NiSbS
Willyamite,SbS,"(Co,Ni)(SbS)^3-^"
Testibiopalladite,"Te(Sb,Te)","PdTe(Sb,Te)"
Antimonian Gersdorffite,(AsS + SbS)=1,"Ni(As,Sb)S"
Cobaltoan Gersdorffite,AsS,"(Ni,Co,Os,Ir,Ru,Rh)AsS"
Ferroan Cobaltite,AsS,"(Co^3+^,Fe^3+^)(AsS)^3-^"
Urvantsevite,,"Pd(Bi,Pb)_2_"
Rheniite,S_2_,ReS_2_
Ferroskutterudite,As x 3,"(Fe,Co)As_3_"
Kieftite,Sb x 3,CoSb_3_
Nickelskutterudite,As x 3,"(Ni^4+^,Co^3+^,Fe^3+^)As_3_"
Skutterudite,As x 3,Co^3+^As_3_
Bismutosmaltin,(As + Bi)=3,"Co^3+^(As,Bi)_3_"
β-Iridisite,S x 2,"(Ir,Cu,Rh,Ni,Pt)_1-x_S_2_ x < 0.25"
Iridisite,S x 2,"(Ir,Cu,Rh,Ni,Pt)S_2_"
Patrónite,S_2_ x 2,VS_4_
Castaingite,S x 5,CuMo_2_S_5_
Duranusite,S,As_4_S
Dimorphite,S x 3,As_4_S_3_
Realgar,S x 4,As_4_S_4_
Pararealgar,S,AsS
UM1970-18-S:As,S x  4,As_4_S_4_
Alacránite,S x 4.5,As_4_S_4.5_
Bonazziite,S x 4,As_4_S_4_
Uzonite,S x 5,As_4_S_5_
Laphamite,Se x 3,As_2_Se_3_
Orpiment,S x 3,As^3+^_2_S^2-^_3_
Getchellite,S x 3,SbAsS_3_
Kalgoorlieite,Te x 3,As_2_Te_3_
Wakabayashilite,S x 14,"(As,Sb)_6_As_4_S_14_"
Anorpiment,S x 3,As_2_S_3_
Caswellsilverite,S x 2,NaCr^3+^S^2-^_2_
Cronusite,S x 2,Ca_0.2_CrS_2_·2H_2_O
Schöllhornite,S x 2,Na_0.3_CrS_2_·H_2_O
Chvilevaite,S x 2,"Na(Cu,Fe,Zn)_2_S_2_"
Orickite,S x 2,CuFeS_2_·nH_2_O
Pautovite,S x 3,CsFe_2_S^2-^_3_
Rasvumite,S x 3,KFe_2_S^2-^_3_
Colimaite,S x 4,K_3_V^5+^S^2-^_4_
Djerfisherite,Cl;S x 26,"K_6_(Fe,Cu,Ni)_25_S_26_Cl"
Gmalimite,S x 27,K_6_[box]Fe^2+^_24_S_27_
Owensite,S x 27,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_"
Thalfenisite,Cl;S x 26,"Tl_6_(Fe,Ni,Cu)_25_S_26_Cl"
Zoharite,S x 27,"(Ba,K)_6_(Fe,Cu,Ni)_25_S_27_"
Cu-djerfisherite,Cl;S x 26,"K_6_(Cu,Fe)_25_S_26_Cl"
Bartonite,S x 27,K_6_Fe_20_S_26_S
Chlorbartonite,"(Cl,S);S x 26","K_6_Fe_24_S_26_(Cl,S)"
Corderoite,S x 2;Cl x 2,Hg_3_S_2_Cl_2_
Lavrentievite,"S x 2;(Cl,Br)_2_","Hg_3_S_2_(Cl,Br)_2_"
Arzakite,"(Br,Cl) x 2;S x 2","Hg^2+^_3_S_2_(Br,Cl)_2_"
Kenhsuite,S x 2;Cl x 2,Hg_3_S_2_Cl_2_
Grechishchevite,S x 2;Br;Cl x 0.5;I x 0.5,Hg^2+^_3_S^2-^_2_BrCl_0.5_I^1-^_0.5_
Radtkeite,S x 2;Cl;I,Hg^2+^_3_S^2-^_2_ClI^1-^
Capgaronnite,Cl;S,AgHgClS
Iltisite,"(Cl,Br);S","HgAgS(Cl,Br)"
Perroudite,"S x 5;(I,Br)_2_;Cl x 2","Ag_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br)_2_Cl_2_"
Hanauerite,S;I,AgHgSI
Demicheleite-(Br),S;Br,BiSBr
Demicheleite-(Cl),S;Cl,BiSCl
Demicheleite-(I),S;I,BiSI
Kermesite,O;S x 2,Sb_2_OS_2_
Viaeneite,S_2_ x 4;S_2_O_3_,"(Fe^2+^,Pb^2+^)_4_(S^2-^,S^6+^)_8_O"
Erdite,S x 2,NaFe^3+^S^2-^_2_·2H_2_O
Coyoteite,S x 5,NaFe_3_S_5_·2H_2_O
Ekplexite,S x 2;OHx2+x,"(Nb,Mo,W)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_"
Ferrovalleriite,S x 1.53;OHx2,"2(Fe,Cu)S·1.53[(Fe^2+^,Al,Mg)(OH)_2_]"
Haapalaite,S x 2;OHx3.22,"(Fe^2+^,Ni^2+^)_2_S^2-^_2_·(Mg,Fe^2+^)_1.61_(OH)_3.22_"
Valleriite,S x 1.53;OHx2,"2[(Fe,Cu)S]·1.53[(Mg,Al)(OH)_2_]"
Yushkinite,S x 2;OHx2,"(Mg,Al)(OH)_2_V^4+^S^2-^_2_"
Ferrotochilinite,S x 6;OHx10,"Fe^2+^_6_(Fe^2+^,Mg)_5_S_6_(OH)_10_"
Kaskasite,S x 2;OHx2+x,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_"
Manganokaskasite,S x 2;OHx2+x,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_"
Tochilinite,S x 5;OHx2,"6(Fe^2+^_0.9_S^2-^)·5[(Mg,Fe^2+^)(OH)_2_]"
Wilhelmramsayite,S x 3,Cu_3_FeS_3_·2H_2_O
Vyalsovite,S;OHx5,CaFe^2+^AlS^2-^(OH)_5_
Bazhenovite,S_2_O_3_;S x 5;OHx12,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
UKI-2004-(OS:BiCuPb),S x 2;O x 16,PbCu_4_Bi_4_S_2_O_16_ (?)
Proustite,As^3+^S_3_,Ag_3_As^3+^S^2-^_3_
Pyrargyrite,Sb^3+^S_3_,Ag_3_SbS_3_
Eckerite,AsS_3_,Ag_2_CuAsS_3_
Pyrostilpnite,Sb^3+^S_3_,Ag_3_SbS_3_
Xanthoconite,As^3+^S_3_,Ag_3_As^3+^S^2-^_3_
